Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags,Owner
2025-09-25,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT A4742 WEB ID: 9493560001,,-40.00,,Shared
2025-09-25,Payment,Credit Card Payment,Blue Cash Preferred® (...4000),AUTOPAY PAYMENT - THANK YOU,,40.00,,Shared
2025-09-25,DoorDash,Restaurants & Bars,Venture X (...4373),DD *DOORDASH JOANSONTH,,-35.84,,Shared
2025-09-24,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-39.99,,Shared
2025-09-24,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPLACE PMTS,,114.98,,Shared
2025-09-24,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-48.06,,Shared
2025-09-23,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-58.20,,Shared
2025-09-23,Cox Communications,Internet & Cable,Primary Checking (...3910),COX COMM SAN PURCHASE PPD ID: 1581620078,,-100.00,,Shared
2025-09-23,ReadyRefresh,Miscellaneous,Blue Cash Preferred® (...4000),READYREFRESH 800-274-5282 CA,,-39.98,,Shared
2025-09-23,Cafe Telegrama,Coffee Shops,Venture X (...4373),TST* CAFE TELEGRAMA,,-76.56,,Shared
2025-09-23,Ring Standard Plan,Home Improvement,Venture X (...4373),RING STANDARD PLAN,,-9.99,,Shared
2025-09-22,OpenAI,AI,CREDIT CARD (...6714),OPENAI *CHATGPT SUBSCR,,-20.00,,Shared
2025-09-22,PayPal,Restaurants & Bars,CREDIT CARD (...6714),PAYPAL *LAVO LAVO,,-8.50,,Shared
2025-09-22,Whole Foods,Groceries,Venture X (...4373),WHOLEFDS FFX 10177,,-108.28,,Shared
2025-09-22,Uber Eats,Restaurants & Bars,Venture X (...4373),UBER *EATS,,-34.12,,Shared
2025-09-22,Target,Shopping,Venture X (...4373),TARGET 00033597,,-42.69,,Shared
2025-09-22,Meraki Cafe,Coffee Shops,Venture X (...4373),SQ *MERAKI CAFE,,-20.70,,Shared
2025-09-22,Statement Credit,Transfer,CREDIT CARD (...6714),STATEMENT CREDIT,,1650.90,,Shared
2025-09-21,Bloomin' Sid's,Restaurants & Bars,CREDIT CARD (...6714),SQ *BLOOMIN' SID'S,,-24.14,,Shared
2025-09-20,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH PHOVT,,-44.25,,Shared
2025-09-20,Tesla ,Gas,CREDIT CARD (...6714),TESLA SUPERCHARGER US,,-16.51,,Shared
2025-09-20,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-2.99,,Shared
2025-09-20,Uber Eats,Restaurants & Bars,Venture X (...4373),UBER *EATS,,-45.58,,Shared
2025-09-19,Friends,Restaurants & Bars,CREDIT CARD (...6714),TST*FRIENDS OF FRIENDS,,-35.90,,Shared
2025-09-19,Tapioca Express,Restaurants & Bars,CREDIT CARD (...6714),TAPIOCA EXPRESS,,-7.06,,Shared
2025-09-19,Coronado Physicians Medic,Medical,CREDIT CARD (...6714),CORONADO PHYSICIANS MEDIC,,-10.00,,Shared
2025-09-19,Black Tux Direct Deposit,Paychecks,Primary Checking (...3910),309955 BLACK TUX DIR DEP PPD ID: 2364227403,,4551.41,,Shared
2025-09-18,Chick-fil-A,Restaurants & Bars,CREDIT CARD (...6714),CHICK-FIL-A #04306,,-13.41,,Shared
2025-09-18,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-119.99,,Shared
2025-09-18,Tesla ,Gas,CREDIT CARD (...6714),TESLA SUPERCHARGER US,,-10.78,,Shared
2025-09-18,Check #332,Check,Primary Checking (...3910),CHECK # 332,,-2475.00,,Shared
2025-09-18,Capital One,Credit Card Payment,Primary Checking (...3910),CAPITAL ONE MOBILE PMT CA0D1044EC32903 WEB ID: 9279744380,,-3322.49,,Shared
2025-09-18,Capital One,Credit Card Payment,Venture X (...4373),CAPITAL ONE MOBILE PYMT,,3322.49,,Shared
2025-09-17,Interest Payment,Interest,CHASE SAVINGS (...3959),INTEREST PAYMENT,,0.08,,Shared
2025-09-17,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH VOLCANOTE,,-39.31,,Shared
2025-09-17,Apple,Electronics,CREDIT CARD (...6714),APPLE.COM/BILL,,-9.99,,Shared
2025-09-17,Navy Federal Credit Union,Loan Repayment,Primary Checking (...3910),NFCU ACH PAYMENT 283433546000002 WEB ID: 9000000024,,-1005.81,,Shared
2025-09-16,Aplpay Target,Shopping,Blue Cash Preferred® (...4000),AplPay TARGET LOS ANGELES CA,,-76.37,,Shared
2025-09-15,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH FORTHEWIN,,-37.68,,Shared
2025-09-15,Github,Education,CREDIT CARD (...6714),"GITHUB, INC.",,-4.00,,Shared
2025-09-15,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 26236495030,,1234.00,,Shared
2025-09-15,Zettle No Lounges,Restaurants & Bars,Venture X (...4373),ZETTLE_*NO1 LOUNGES L,,-40.76,,Shared
2025-09-15,Sixt,Travel & Vacation,Venture X (...4373),SIXTXXXXXXXXXXX,,-2556.89,,Shared
2025-09-15,Park Arzachena,Taxi & Ride Shares,Venture X (...4373),PARK ARZACHENA,,-11.63,,Shared
2025-09-15,Ms Aethossardinia,Shopping,Venture X (...4373),MS* AETHOSSARDINIA,,-105.83,,Shared
2025-09-15,Gestioni,Uncategorized,Venture X (...4373),LA ROCCA GESTIONI S.R..,,-72.86,,Shared
2025-09-15,Karasardegna Airside,Restaurants & Bars,Venture X (...4373),KARASARDEGNA AIRSIDE,,-42.54,,Shared
2025-09-15,Esso Gas Station,Gas,Venture X (...4373),ESSO DAU VIA ROMA,,-61.90,,Shared
2025-09-14,Superdry,Clothing,CREDIT CARD (...6714),Superdry,,-115.45,,Shared
2025-09-14,Meetup Member Plus,Entertainment & Recreation,CREDIT CARD (...6714),MEETUP MEMBER PLUS 1MO,,-9.99,,Shared
2025-09-14,Interest Payment,Interest,High Yield Savings Account (...9020),Interest Payment,,0.13,,Shared
2025-09-13,Sumup Local Market Cala,Restaurants & Bars,Venture X (...4373),SUMUP *LOCAL MARKET CALA,,-32.74,,Shared
2025-09-13,Sumup Local Market Cala,Restaurants & Bars,Venture X (...4373),SUMUP *LOCAL MARKET CALA,,-17.75,,Shared
2025-09-13,Puddu Carburanti,Gas,Venture X (...4373),Puddu Carburanti,,-42.30,,Shared
2025-09-13,Pizzeria Da Serafino,Restaurants & Bars,Venture X (...4373),PIZZERIA DA SERAFINO E G,,-57.57,,Shared
2025-09-13,Nuova Sidap,Restaurants & Bars,Venture X (...4373),NUOVA SIDAP SRL 9124 M,,-30.07,,Shared
2025-09-13,Farmacia Fratelli Cogoni,Medical,Venture X (...4373),FARMACIA FRATELLI COGONI,,-9.28,,Shared
2025-09-13,Cantinetta,Restaurants & Bars,Venture X (...4373),ENOTECA LA CANTINETTA,,-25.85,,Shared
2025-09-13,Charter Communications,Travel & Vacation,Venture X (...4373),CALA GONONE CHARTER COMP,,-281.98,,Shared
2025-09-13,14,Gas,Venture X (...4373),14,,-23.50,,Shared
2025-09-12,White Beach Club,Restaurants & Bars,Venture X (...4373),WHITE BEACH CLUB,,-117.33,,Shared
2025-09-12,White Beach Club,Restaurants & Bars,Venture X (...4373),WHITE BEACH CLUB,,-58.67,,Shared
2025-09-12,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-1.17,,Shared
2025-09-12,Buon Gelato,Restaurants & Bars,Venture X (...4373),SUMUP *IL BUON GELATO,,-9.97,,Shared
2025-09-12,Ritual Club,Restaurants & Bars,Venture X (...4373),RITUAL CLUB,,-173.65,,Shared
2025-09-12,Pv,Transfer,Venture X (...4373),PV6337,,-101.27,,Shared
2025-09-12,Nina,Transfer,Venture X (...4373),NINA SRL,,-28.16,,Shared
2025-09-12,M S Parking Di Simone,Parking & Tolls,Venture X (...4373),M.S. PARKING DI SIMONE,,-5.87,,Shared
2025-09-12,La Briciola,Restaurants & Bars,Venture X (...4373),LA BRICIOLA,,-44.00,,Shared
2025-09-12,L Oasi,Restaurants & Bars,Venture X (...4373),L OASI,,-53.97,,Shared
2025-09-12,Bazar Di a Filigheddu,Shopping,Venture X (...4373),BAZAR DI A. FILIGHEDDU,,-32.85,,Shared
2025-09-11,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   *TRIP,,-2.35,,Shared
2025-09-11,Tre,Transfer,Venture X (...4373),TRE D SRL,,-2.36,,Shared
2025-09-11,Su Recreu,Restaurants & Bars,Venture X (...4373),SU RECREU,,-8.25,,Shared
2025-09-11,Riservato Beach Bar,Restaurants & Bars,Venture X (...4373),RISERVATO BEACH BAR,,-23.56,,Shared
2025-09-11,Parcometro,Public Transit,Venture X (...4373),PARCOMETRO N30,,-12.96,,Shared
2025-09-11,Sardinia Sem,Transfer,Venture X (...4373),LIVE IN SARDINIA SRL SEM,,-566.48,,Shared
2025-09-11,Alghero,Restaurants & Bars,Venture X (...4373),IL MILESE ALGHERO,,-15.20,,Shared
2025-09-11,Central Bar Di Solinas,Restaurants & Bars,Venture X (...4373),CENTRAL BAR DI SOLINAS,,-21.80,,Shared
2025-09-11,Arina,Transfer,Venture X (...4373),ARINA SRL,,-33.11,,Shared
2025-09-11,Al Cafferino,Restaurants & Bars,Venture X (...4373),AL CAFFERINO,,-1.65,,Shared
2025-09-11,ATM Withdrawal,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM WITHDRAW 992589 09/11POSTE ITA,,-187.36,,Shared
2025-09-11,ATM Fee,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM FEE-WITH,,-5.00,,Shared
2025-09-10,Interest Charge,Financial Fees,Blue Cash Preferred® (...4000),Interest Charge on Purchases,,-11.86,,Shared
2025-09-10,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP HELP.UBER.COM,,-18.63,,Shared
2025-09-10,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-13.19,,Shared
2025-09-10,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-1.18,,Shared
2025-09-10,Nuova Sidap,Restaurants & Bars,Venture X (...4373),NUOVA SIDAP SRL 9126 M,,-23.42,,Shared
2025-09-10,Garcia Marquez,Transfer,Venture X (...4373),GARCIA MARQUEZ,,-7.35,,Shared
2025-09-09,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   *TRIP,,-5.95,,Shared
2025-09-09,Fitness Up Bolhao,Fitness,CREDIT CARD (...6714),FITNESS UP BOLHAO,,-12.29,,Shared
2025-09-09,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-9.45,,Shared
2025-09-09,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-7.21,,Shared
2025-09-09,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-1.18,,Shared
2025-09-09,Tiger Santa Catarina,Restaurants & Bars,Venture X (...4373),TIGER SANTA CATARINA,,-22.33,,Shared
2025-09-09,Telef Transportes,Taxi & Ride Shares,Venture X (...4373),TELEF TRANSPORTES,,-16.47,,Shared
2025-09-09,So Coffee Roasters,Coffee Shops,Venture X (...4373),SO COFFEE ROASTERS,,-10.08,,Shared
2025-09-09,Pregar Baixa,Transfer,Venture X (...4373),PREGAR BAIXA,,-19.41,,Shared
2025-09-09,Gharb Porto,Restaurants & Bars,Venture X (...4373),Gharb Porto,,-68.32,,Shared
2025-09-09,Esplanada Do Teleferic,Restaurants & Bars,Venture X (...4373),Esplanada Do Teleferic,,-14.35,,Shared
2025-09-09,Cantinho D Rosa,Restaurants & Bars,Venture X (...4373),CANTINHO D. ROSA,,-7.06,,Shared
2025-09-09,Boscoporto,Restaurants & Bars,Venture X (...4373),BOSCOPORTO,,-28.23,,Shared
2025-09-09,Boscoporto,Restaurants & Bars,Venture X (...4373),BOSCOPORTO,,-14.12,,Shared
2025-09-09,A Conserveira Do Bolha,Restaurants & Bars,Venture X (...4373),A Conserveira do Bolha,,-17.64,,Shared
2025-09-09,US Department of Education,Student Loans,Primary Checking (...3910),DEPT EDUCATION STUDENT LN PPD ID: 9102001001,,-500.00,,Shared
2025-09-08,Massimo Dutti,Shopping,CREDIT CARD (...6714),MASSIMO DUTTI,,-71.80,,Shared
2025-09-08,HP Instant Ink,Electronics,CREDIT CARD (...6714),HP *INSTANT INK,,-1.96,,Shared
2025-09-08,Zappi,Shopping,Venture X (...4373),ZAPPI,,-40.85,,Shared
2025-09-08,Zappi,Shopping,Venture X (...4373),ZAPPI,,-5.85,,Shared
2025-09-08,Vino Vero,Restaurants & Bars,Venture X (...4373),VINO VERO,,-59.06,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-11.01,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-10.48,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-8.41,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-7.48,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP HELP.UBER.COM,,-6.30,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-1.17,,Shared
2025-09-08,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP HELP.UBER.COM,,-1.17,,Shared
2025-09-08,Taberna Dos Mercadores,Restaurants & Bars,Venture X (...4373),Taberna dos Mercadores,,-122.14,,Shared
2025-09-08,The Verse,Entertainment & Recreation,Venture X (...4373),THE VERSE,,-179.73,,Shared
2025-09-08,Taberna Sal Grosso,Restaurants & Bars,Venture X (...4373),TABERNA SAL GROSSO,,-60.83,,Shared
2025-09-08,Rocinha,Uncategorized,Venture X (...4373),ROCINHA,,-6.79,,Shared
2025-09-08,Ribeira S Souvenir,Gifts,Venture X (...4373),RIBEIRA S SOUVENIR,,-2.33,,Shared
2025-09-08,Quiosque Portas Sol,Restaurants & Bars,Venture X (...4373),QUIOSQUE PORTAS SOL,,-4.28,,Shared
2025-09-08,Neighbourhood Santos,Restaurants & Bars,Venture X (...4373),Neighbourhood Santos,,-26.61,,Shared
2025-09-08,Bento Estrela,Restaurants & Bars,Venture X (...4373),MA S BENTO ESTRELA,,-8.73,,Shared
2025-09-08,Insaciavel Lisboa,Restaurants & Bars,Venture X (...4373),INSACIAVEL LISBOA,,-7.59,,Shared
2025-09-08,Furia Cocktail Bar,Restaurants & Bars,Venture X (...4373),FURIA COCKTAIL BAR,,-67.22,,Shared
2025-09-08,Domingo Do Flamingo,Restaurants & Bars,Venture X (...4373),DOMINGO DO FLAMINGO,,-2.92,,Shared
2025-09-08,Da Noi,Restaurants & Bars,Venture X (...4373),DA NOI,,-46.68,,Shared
2025-09-08,Conserveira Lisboa,Restaurants & Bars,Venture X (...4373),CONSERVEIRA LISBOA,,-90.52,,Shared
2025-09-08,Clay Lisboa,Entertainment & Recreation,Venture X (...4373),CLAY LISBOA,,-60.21,,Shared
2025-09-07,ATM Withdrawal,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM WITHDRAW 954981 09/07RUA DE SA,,-101.33,,Shared
2025-09-07,ATM Fee,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM FEE-WITH,,-5.00,,Shared
2025-09-06,Google One,Miscellaneous,CREDIT CARD (...6714),GOOGLE *Google One,,-2.99,,Shared
2025-09-06,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   *TRIP,,-1.17,,Shared
2025-09-06,Opvs Fitness,Fitness,CREDIT CARD (...6714),OPVS FITNESS,,-170.24,,Shared
2025-09-06,Ponto Final,Restaurants & Bars,Venture X (...4373),PONTO FINAL,,-78.87,,Shared
2025-09-06,Ponto Final,Restaurants & Bars,Venture X (...4373),PONTO FINAL,,-9.35,,Shared
2025-09-06,Paula E Ricardo,Transfer,Venture X (...4373),PAULA E RICARDO,,-1.87,,Shared
2025-09-06,Passos Em Volta Lda,Travel & Vacation,Venture X (...4373),PASSOS EM VOLTA LDA,,-19.14,,Shared
2025-09-06,Passos Em Volta Lda,Travel & Vacation,Venture X (...4373),PASSOS EM VOLTA LDA,,-9.92,,Shared
2025-09-06,R Sanches Ii,Restaurants & Bars,Venture X (...4373),FD R.C.SANCHES II,,-73.40,,Shared
2025-09-06,R Sanches Ii,Restaurants & Bars,Venture X (...4373),FD R.C.SANCHES II,,-22.93,,Shared
2025-09-05,Bento Estrela,Restaurants & Bars,CREDIT CARD (...6714),MA S BENTO ESTRELA,,-1.18,,Shared
2025-09-05,Interest Payment,Interest,CHASE SAVINGS (...3060),INTEREST PAYMENT,,0.02,,Shared
2025-09-05,Black Tux Direct Deposit,Paychecks,Primary Checking (...3910),309955 BLACK TUX DIR DEP PPD ID: 2364227403,,4506.78,,Shared
2025-09-05,Yao Juice,Restaurants & Bars,Venture X (...4373),YAO JUICE,,-7.83,,Shared
2025-09-05,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-57.15,,Shared
2025-09-05,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-11.18,,Shared
2025-09-05,Trantejo Transportes,Gas,Venture X (...4373),TRANTEJO TRANSPORTES,,-8.41,,Shared
2025-09-05,The Verse,Entertainment & Recreation,Venture X (...4373),THE VERSE,,-28.04,,Shared
2025-09-05,Sol E Pesca,Restaurants & Bars,Venture X (...4373),SOL E PESCA,,-47.81,,Shared
2025-09-05,Ondas Camaleonicas,Uncategorized,Venture X (...4373),ONDAS CAMALEONICAS,,-158.31,,Shared
2025-09-05,Ms Aethosericeira,Restaurants & Bars,Venture X (...4373),MS* AETHOSERICEIRA,,-116.85,,Shared
2025-09-05,Ms Aethosericeira,Entertainment & Recreation,Venture X (...4373),MS* AETHOSERICEIRA,,-51.06,,Shared
2025-09-05,Landeau Chiado Lda,Restaurants & Bars,Venture X (...4373),"LANDEAU CHIADO, LDA",,-11.80,,Shared
2025-09-05,Cervejaria Ramiro,Restaurants & Bars,Venture X (...4373),CERVEJARIA RAMIRO,,58.14,,Shared
2025-09-05,A Manteigaria,Restaurants & Bars,Venture X (...4373),A MANTEIGARIA,,-1.64,,Shared
2025-09-04,Uber,Taxi & Ride Shares,CREDIT CARD (...6714),UBER   *TRIP,,-13.96,,Shared
2025-09-04,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-15.06,,Shared
2025-09-04,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-12.26,,Shared
2025-09-04,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-1.17,,Shared
2025-09-04,Spectrum,Internet & Cable,Venture X (...4373),Spectrum,,-106.25,,Shared
2025-09-04,Ondas Camaleonicas,Transfer,Venture X (...4373),ONDAS CAMALEONICAS,,-123.85,,Shared
2025-09-04,Ippolito Maciste Bar,Restaurants & Bars,Venture X (...4373),IPPOLITO MACISTE BAR,,-15.99,,Shared
2025-09-03,Interest Paid,Interest,Savings Account (...3730),Interest Paid,,1.69,,Shared
2025-09-03,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-15.25,,Shared
2025-09-03,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-10.53,,Shared
2025-09-03,Tesla ,Electronics,Primary Checking (...3910),TESLA MOTORS TESLA MOTO 2UZCP9XUY6BQF95 WEB ID: 5912197729,,-99.00,,Shared
2025-09-03,La Dolce Vita,Travel & Vacation,Primary Checking (...3910),"CONSUMER ONLINE INTERNATIONAL WIRE A/C: FOREIGN CUR BUS ACCT BK 1 COLUMBUS NEWARK DE 197132107 US ORG: 00000000137383910 ALVIN JEROME O BALMEO BEN:/BE59905372578926 LA DOLCE VITA CHARTER REF: KATRINA LAURON (SEPTEMBER 12TH) - 2PEOPLE PERSONAL EXPENSES/OCMT/EUR51 0,00/EXCH/0.8323/CNTR/24972108/CCT/MF4H99JC00AE TRN: 7733100246RE 09/03",,-612.76,,Shared
2025-09-03,Wire Fee,Financial Fees,Primary Checking (...3910),CONSUMER ONLINE FX INTL WIRE FEE,,-5.00,,Shared
2025-09-02,Interest Income,Interest,Emergency Funds (...1698),Total interest earned in August Interest PAID_INTEREST,,74.08,,Shared
2025-09-02,Interest Income,Interest,Liquid House Down Payment (...3094),Total interest earned in August Interest PAID_INTEREST,,0.09,,Shared
2025-09-02,ATM Withdrawal,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM WITHDRAW 445615 09/02R 5 DE OU,,-265.84,,Shared
2025-09-02,ATM Fee,Cash & ATM,Primary Checking (...3910),NON-CHASE ATM FEE-WITH,,-5.00,,Shared
2025-09-02,LA Fitness,Fitness,CREDIT CARD (...6714),LA FITNESS,,-34.99,,Shared
2025-09-02,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-60.44,,Shared
2025-09-02,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-14.25,,Shared
2025-09-02,Uber,Taxi & Ride Shares,Venture X (...4373),UBER *TRIP,,-9.29,,Shared
2025-09-02,New Beauty St,Shopping,Venture X (...4373),NEW BEAUTY ST2150,,-54.86,,Shared
2025-09-02,Farol Da Colina Lda,Restaurants & Bars,Venture X (...4373),"FAROL DA COLINA, LDA",,-43.33,,Shared
2025-09-02,Chaya Tbit Lax,Restaurants & Bars,Venture X (...4373),CHAYA TBIT LAX,,-13.81,,Shared
2025-09-02,Brady Campaign to Prevent,Charity,Venture X (...4373),BRADY CAMPAIGN TO PREVENT,,-25.00,,Shared
2025-09-01,Yama Sushi Marketplac,Restaurants & Bars,Venture X (...4373),SQ *YAMA SUSHI MARKETPLAC,,-69.06,,Shared
2025-09-01,Bub and Grandmas,Restaurants & Bars,Venture X (...4373),TST*BUB AND GRANDMAS,,-54.48,,Shared
2025-09-01,Tap Airline,Travel & Vacation,Venture X (...4373),TAP AIRLINEXXXXXXXXXXXXXX,,-21.00,,Shared
2025-09-01,Tap Airline,Travel & Vacation,Venture X (...4373),TAP AIRLINEXXXXXXXXXXXXXX,,-21.00,,Shared
2025-09-01,Inns & Hotels,Travel & Vacation,Venture X (...4373),BKG*BOOKING.COM HOTEL,,-372.93,,Shared
2025-08-31,Opvs Fitness,Fitness,CREDIT CARD (...6714),OPVS FITNESS,,-5.43,,Shared
2025-08-31,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-39.48,,Shared
2025-08-30,Foot Locker,Shopping,CREDIT CARD (...6714),FOOT LOCKER - 07116,,-171.28,,Shared
2025-08-30,UNIQLO,Clothing,CREDIT CARD (...6714),Uniqlo USA LLC UNIQLO_US-,,-66.57,,Shared
2025-08-30,Manhattan Beach Parking,Parking & Tolls,CREDIT CARD (...6714),MANHATTAN BEACH PARKING,,-4.75,,Shared
2025-08-30,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*FT4JC4EO3,,-33.99,,Shared
2025-08-30,Amazon,Shopping,CREDIT CARD (...6714),AMAZON MKTPL*1F6DH97P3,,-38.40,,Shared
2025-08-30,Albertsons,Groceries,Blue Cash Preferred® (...4000),ALBERTSONS #0387 038LOS ANGELES CA,,-11.16,,Shared
2025-08-30,Ms Aethosericeira,Uncategorized,Venture X (...4373),MS* AETHOSERICEIRA,,-2029.98,,Shared
2025-08-30,SmartPark,Parking & Tolls,Venture X (...4373),LAX SMARTPARKING RES,,-146.19,,Shared
2025-08-30,Target,Shopping,Blue Cash Preferred® (...4000),TARGET GLENDALE CA,,-18.76,,Shared
2025-08-29,Zara,Clothing,CREDIT CARD (...6714),ZARA USA 3612,,-273.94,,Shared
2025-08-29,YouTube,Entertainment & Recreation,CREDIT CARD (...6714),GOOGLE *YouTubePremium,,-22.99,,Shared
2025-08-29,Sweetgreen,Restaurants & Bars,CREDIT CARD (...6714),SWEETGREEN LA BREA,,-21.61,,Shared
2025-08-29,Pret,Restaurants & Bars,CREDIT CARD (...6714),PRET A MANGER US5248,,-18.98,,Shared
2025-08-29,Otf Koreatown,Fitness,CREDIT CARD (...6714),OTF KOREATOWN 1063,,-99.00,,Shared
2025-08-29,Ms Aethossardinia,Shopping,CREDIT CARD (...6714),MS* AETHOSSARDINIA,,-2536.68,,Shared
2025-08-29,Abercrombie & Fitch,Clothing,CREDIT CARD (...6714),ABERCROMBIE & FITCH,,-41.71,,Shared
2025-08-29,LAZ Parking,Parking & Tolls,Blue Cash Preferred® (...4000),LAZ PARKING M17880-SLOS ANGELES CA,,-8.00,,Shared
2025-08-29,CVS,Medical,Blue Cash Preferred® (...4000),CVS/PHARMACY #03825 LOS ANGELES CA,,-4.84,,Shared
2025-08-29,Larchmont Beauty Center,Personal,Venture X (...4373),LARCHMONT BEAUTY CENTER,,-26.24,,Shared
2025-08-28,LADOT Parking,Parking & Tolls,CREDIT CARD (...6714),LADOT METER PARKING,,-2.00,,Shared
2025-08-28,LADOT Parking,Parking & Tolls,CREDIT CARD (...6714),LADOT METER PARKING,,-1.50,,Shared
2025-08-28,LADOT Parking,Parking & Tolls,CREDIT CARD (...6714),LADOT METER PARKING,,-1.00,,Shared
2025-08-28,LADOT Parking,Parking & Tolls,CREDIT CARD (...6714),LADOT METER PARKING,,-1.00,,Shared
2025-08-28,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH JAWSTPK,,-27.08,,Shared
2025-08-28,Ralphs,Groceries,Blue Cash Preferred® (...4000),RALPHS LOS ANGELES CA,,-13.98,,Shared
2025-08-28,Opvs Inc,Transfer,CREDIT CARD (...6714),OPVS INC,,-5.11,,Shared
2025-08-28,Donation Noah,Charity,CREDIT CARD (...6714),DONATION NOAH,,-250.00,,Shared
2025-08-28,Claude Ai Subscription,AI,CREDIT CARD (...6714),CLAUDE.AI SUBSCRIPTION,,-20.00,,Shared
2025-08-28,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1044466731737 WEB ID: 3264681992,,-460.43,,Shared
2025-08-28,Venmo,Transfer,Primary Checking (...3910),VENMO PAYMENT 1044466728092 WEB ID: 3264681992,,-460.42,,Shared
2025-08-28,United Fin Cas Insurance Premium Alvin Web,Insurance,Primary Checking (...3910),UNITED FIN CAS INS PREM 977484851 Alvin WEB ID: 9409348062,,-502.86,,Shared
2025-08-28,Target,Shopping,Blue Cash Preferred® (...4000),TARGET 033597LOS ANGELES CA,,-65.84,,Shared
2025-08-28,Clark Street Larchmon,Restaurants & Bars,Venture X (...4373),SQ *CLARK STREET LARCHMON,,-25.09,,Shared
2025-08-27,Online Transfer from Checking 7915,Transfer,CHASE SAVINGS (...3959),Online Transfer from CHK ...7915 transaction#: 25998032844,,1000.00,,Shared
2025-08-27,DoorDash,Restaurants & Bars,CREDIT CARD (...6714),DD *DOORDASH KATSUBAR,,-30.28,,Shared
2025-08-27,Zelle,Transfer,Primary Checking (...3910),Zelle payment from KATRINA LAURON 25998034906,,1729.00,,Shared
2025-08-27,Chase,Credit Card Payment,Primary Checking (...3910),Payment to Chase card ending in 4064 08/27,,-59.99,,Shared
2025-08-27,Fidelity,Transfer,Primary Checking (...3910),FID BKG SVC LLC MONEYLINE PPD ID: 0368004600,,-500.00,,Shared
2025-08-27,American Express,Credit Card Payment,Primary Checking (...3910),AMERICAN EXPRESS ACH PMT W4950 WEB ID: 2005032111,,-1607.51,,Shared
2025-08-27,StubHub,Entertainment & Recreation,CREDIT CARD (...6714),STUBHUB INC,,-73.12,,Shared
2025-08-27,Leetcode.com,Education,CREDIT CARD (...6714),LEETCODE.COM,,-159.00,,Shared
